Time,Event,UnempIns,Age,LogWage,Tenure,RepRate,DisRate,HeadOfHousehold,Married,Female,Childen,NonWhite,BlueCollar,Mining,Construction,Transportation,Trade,Services,PublicAdmin
1,1,1,37,5.06259,1,0.5,0.025,1,0,1,0,0,1,0,0,0,0,1,0
8,1,1,54,6.24222,12,0.346,0.008,1,1,0,0,0,0,0,0,0,1,0,0
15,0,1,22,5.06259,2,0.5,0.025,0,0,0,0,1,1,0,1,0,0,0,0
9,1,1,21,5.62402,2,0.5,0.014,0,0,0,0,1,1,0,0,0,0,0,0
1,0,0,21,5.97889,0,0.45,0.01,0,0,0,0,0,1,0,0,0,0,0,0
2,0,1,41,5.75574,0,0.5,0.013,1,1,0,0,0,1,0,1,0,0,0,0
7,1,1,55,6.85435,19,0.188,0.004,0,1,0,0,0,0,0,0,0,0,0,0
2,0,0,34,5.92693,0,0.474,0.011,1,1,0,1,0,1,0,1,0,0,0,0
2,0,0,32,5.28827,1,0.5,0.02,0,1,1,1,0,1,0,0,0,1,0,0
4,0,1,50,6.97261,3,0.167,0.004,1,1,0,0,0,0,0,0,0,0,0,0
22,1,1,40,5.75574,6,0.5,0.013,1,1,0,1,0,0,0,0,0,1,0,0
3,0,0,24,6.16121,0,0.375,0.008,1,1,0,0,0,1,0,0,0,0,1,0
22,1,1,46,5.97889,2,0.45,0.01,1,1,1,0,0,0,0,1,0,0,0,0
4,0,1,27,6.16121,1,0.375,0.008,0,0,0,0,0,1,0,1,0,0,0,0
4,0,1,24,5.75574,3,0.5,0.013,1,0,1,0,0,0,0,0,0,1,0,0
1,1,0,37,6.72863,5,0.213,0.005,1,0,1,1,0,0,0,0,0,0,0,0
1,0,0,23,5.06259,0,0.5,0.025,1,0,0,0,0,1,0,0,0,0,1,0
1,1,0,54,6.16121,3,0.375,0.008,1,1,0,1,0,0,0,0,0,0,0,0
2,1,0,34,5.59471,1,0.5,0.015,0,0,1,0,1,0,0,0,0,0,1,0
1,1,0,44,4.83628,8,0.5,0.031,1,1,0,0,0,1,0,0,0,0,0,0
1,1,0,24,5.62402,0,0.5,0.014,0,0,0,0,0,0,0,0,0,0,0,0
5,0,1,30,5.36129,2,0.5,0.019,0,1,1,1,0,1,0,0,0,0,0,0
3,0,0,20,5.75574,3,0.5,0.013,0,0,0,0,0,1,0,1,0,0,0,0
1,0,0,43,5.75574,13,0.5,0.013,1,1,0,0,0,1,0,0,0,0,0,0
2,0,1,48,5.42935,1,0.5,0.017,1,1,0,0,1,0,0,0,0,0,0,1
2,0,0,21,5.24702,0,0.5,0.021,0,0,0,0,0,1,0,0,0,0,0,0
1,1,0,35,5.32301,2,0.5,0.019,1,0,0,0,0,1,0,1,0,0,0,0
2,1,0,27,5.60947,0,0.5,0.014,0,1,1,1,0,0,0,0,0,0,0,0
10,0,0,29,5.20401,1,0.5,0.022,1,0,0,0,1,0,0,0,1,0,0,0
15,1,1,28,6.16121,4,0.375,0.008,1,0,0,0,0,0,0,0,0,1,0,0
11,0,1,37,5.75574,6,0.5,0.013,1,0,1,0,0,0,0,1,0,0,0,0
3,0,0,25,5.28827,0,0.5,0.02,0,0,1,1,0,0,0,0,0,1,0,0
15,0,0,25,5.42935,0,0.5,0.017,0,0,1,0,1,1,0,0,0,0,0,0
9,1,0,40,5.97889,0,0.45,0.01,1,1,0,0,0,1,0,0,0,0,0,0
2,0,0,37,5.97889,0,0.45,0.01,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,42,5.97889,0,0.45,0.01,1,1,0,0,0,0,0,0,0,0,1,0
1,1,0,41,5.15906,2,0.5,0.023,1,1,0,1,0,0,0,0,0,0,1,0
1,0,0,40,5.09987,2,0.5,0.024,0,1,1,1,0,0,0,0,0,0,1,0
1,0,0,21,5.18178,0,0.5,0.022,0,0,0,0,0,1,0,0,0,1,0,0
5,0,0,30,5.81711,0,0.5,0.012,0,1,0,1,1,1,0,0,0,0,0,0
7,0,1,37,4.95583,0,0.5,0.028,0,1,0,1,0,1,0,1,0,0,0,0
7,0,1,34,6.05678,4,0.417,0.009,1,0,1,0,0,0,0,0,0,0,0,0
13,0,0,21,5.15906,1,0.5,0.023,0,1,0,0,0,1,0,0,0,0,0,0
13,0,1,40,5.8522,4,0.5,0.011,1,0,0,0,0,1,0,1,0,0,0,0
5,1,0,37,5.46806,2,0.5,0.017,0,0,0,0,0,1,0,1,0,0,0,0
22,0,1,60,6.76734,3,0.205,0.005,0,1,0,0,0,0,0,0,0,0,1,0
3,0,0,31,5.28827,1,0.5,0.02,0,1,1,1,0,1,0,0,0,0,1,0
4,0,1,23,5.3799,2,0.5,0.018,0,0,0,0,0,1,0,0,0,0,0,0
3,0,1,25,5.53339,2,0.5,0.016,1,1,0,0,0,0,0,0,0,0,1,0
3,0,0,37,5.75574,3,0.5,0.013,0,1,1,0,1,0,0,0,0,0,1,0
9,0,0,24,4.95583,0,0.5,0.028,1,1,0,1,0,1,0,0,0,1,0,0
1,1,0,42,6.18621,14,0.366,0.008,1,1,1,0,0,0,0,0,1,0,0,0
2,0,0,43,5.97889,1,0.45,0.01,1,1,0,1,0,0,0,0,0,1,0,0
13,1,1,36,5.97889,4,0.45,0.01,1,0,0,0,0,0,0,0,0,1,0,0
10,0,1,44,5.62402,7,0.5,0.014,1,0,0,0,1,1,0,0,0,0,0,0
2,0,0,38,5.06259,0,0.5,0.025,0,1,1,1,0,1,0,0,0,0,1,0
2,0,0,22,5.62402,0,0.5,0.014,0,0,0,0,0,1,0,0,1,0,0,0
1,1,0,31,5.5835,8,0.5,0.015,1,0,1,1,0,1,0,0,0,0,0,0
3,0,1,27,5.24702,1,0.6,0.12,0,1,1,1,0,0,0,0,0,1,0,0
7,0,1,33,5.28827,8,0.6,0.12,1,0,0,0,0,1,0,1,0,0,0,0
1,0,1,42,5.59471,1,0.6,0.12,0,0,0,0,0,1,0,0,0,1,0,0
5,0,1,41,4.77912,0,0.6,0.12,0,0,0,0,1,1,0,0,1,0,0,0
19,0,1,44,5.97889,4,0.582,0.116,1,1,0,1,0,1,0,0,0,0,0,0
3,1,1,24,5.66643,2,0.6,0.12,0,0,1,0,0,0,0,0,0,0,0,0
2,0,1,30,5.39816,3,0.6,0.12,1,0,1,1,1,1,0,0,0,0,0,0
7,0,0,35,5.62402,2,0.6,0.12,0,0,0,0,1,1,0,0,0,1,0,0
3,0,1,48,5.06259,6,0.6,0.12,1,1,0,0,0,1,0,1,0,0,0,0
7,0,1,49,6.76734,0,0.265,0.053,1,1,0,1,0,0,0,0,0,0,0,0
5,1,1,42,5.75574,2,0.6,0.12,1,1,0,1,1,0,0,0,0,1,0,0
7,1,1,42,5.69036,5,0.6,0.12,0,1,1,1,1,1,0,0,0,0,0,0
8,1,1,37,6.30445,4,0.421,0.084,1,1,0,1,0,0,0,0,0,0,1,0
5,1,1,27,5.70378,3,0.6,0.12,0,1,1,1,0,0,0,0,0,1,0,0
13,0,1,26,5.39816,0,0.6,0.12,0,0,0,0,1,1,0,0,0,1,0,0
1,1,0,24,6.02828,0,0.554,0.111,0,1,0,0,0,1,0,0,0,0,0,0
6,0,0,29,4.66344,0,0.6,0.12,1,0,0,0,0,1,0,0,0,0,0,0
5,0,1,46,5.51745,2,0.6,0.12,1,1,0,0,1,1,0,0,0,0,0,0
3,0,1,43,5.8522,2,0.6,0.12,1,1,0,1,0,1,0,0,0,0,0,0
2,0,0,42,5.75574,1,0.6,0.12,1,1,0,1,1,1,0,0,0,0,1,0
21,0,0,31,4.95583,0,0.6,0.12,1,0,1,0,1,1,0,0,0,0,0,0
20,0,1,25,6.05678,4,0.539,0.108,1,1,0,1,0,1,0,1,0,0,0,0
20,0,1,24,5.59471,1,0.6,0.12,0,1,1,1,0,0,0,0,0,0,1,0
2,0,0,27,5.60947,0,0.6,0.12,0,0,1,0,1,0,0,0,0,0,0,0
25,0,1,58,4.83628,2,0.6,0.12,0,1,0,1,1,1,0,0,0,1,0,0
1,1,0,48,5.46806,20,0.6,0.12,1,1,0,1,0,0,0,0,0,1,0,0
22,1,1,48,6.67203,6,0.291,0.058,1,1,0,1,0,0,0,0,0,1,0,0
20,0,1,54,6.9344,19,0.224,0.045,1,1,0,0,0,0,0,0,0,0,1,0
5,0,0,30,5.06259,0,0.6,0.12,0,0,0,0,0,1,0,0,0,0,0,0
1,1,0,28,5.87493,5,0.6,0.12,1,1,0,1,1,0,0,0,0,1,0,0
2,0,1,45,5.06259,3,0.6,0.12,0,1,1,0,0,1,0,0,0,0,0,0
11,0,1,37,5.46806,8,0.6,0.12,0,1,1,1,0,0,0,0,0,1,0,0
7,0,1,35,5.90536,2,0.6,0.12,1,0,1,1,1,0,0,0,0,0,0,0
16,0,1,43,5.75574,6,0.6,0.12,1,1,0,0,0,1,0,0,0,0,0,0
5,0,0,32,5.97889,0,0.582,0.116,0,0,0,0,0,1,0,1,0,0,0,0
13,1,1,55,6.69703,7,0.284,0.057,1,1,0,0,1,1,0,0,0,0,0,0
10,0,1,53,6.19441,13,0.469,0.094,1,0,1,0,0,0,0,0,0,0,0,0
1,1,1,36,6.52649,1,0.336,0.067,1,1,0,0,0,0,0,0,0,0,0,0
15,0,1,31,6.18621,2,0.473,0.095,0,0,0,0,0,0,0,0,0,0,1,0
16,1,1,20,5.87493,3,0.6,0.12,0,0,0,1,0,0,0,0,1,0,0,0
7,0,0,28,5.62402,1,0.6,0.12,1,0,0,0,0,1,0,0,0,0,1,0
6,0,1,61,5.87493,31,0.6,0.12,0,1,1,0,1,0,0,0,0,1,0,0
1,0,0,22,5.75574,1,0.6,0.12,0,0,0,1,0,1,0,0,0,1,0,0
8,0,1,37,6.44889,6,0.364,0.073,1,0,0,0,0,1,0,0,0,1,0,0
15,0,1,28,5.60947,4,0.6,0.12,0,0,0,0,0,0,0,0,0,0,0,0
9,0,1,56,6.72143,21,0.277,0.055,1,0,0,1,0,1,0,0,0,0,0,0
10,0,1,33,6.46147,12,0.359,0.072,0,1,1,1,0,0,0,0,0,0,0,0
5,0,1,24,5.28827,1,0.6,0.12,0,1,1,0,0,0,0,0,1,0,0,0
5,0,1,59,5.78074,27,0.6,0.12,1,0,0,0,0,1,0,0,0,0,0,0
2,0,1,43,6.67203,2,0.291,0.058,1,1,0,0,0,1,0,0,0,0,0,0
5,0,0,35,5.46806,1,0.6,0.12,0,0,0,1,1,1,0,0,0,0,0,0
11,0,1,27,6.16121,2,0.485,0.097,0,0,0,1,0,0,0,0,0,0,1,0
2,0,0,30,5.92693,1,0.6,0.12,1,0,1,1,0,0,0,0,0,0,1,0
2,0,0,27,5.97889,1,0.582,0.116,0,1,0,0,1,1,0,0,1,0,0,0
7,0,1,33,5.92693,7,0.6,0.12,1,1,1,1,1,0,0,0,0,0,0,0
7,0,1,26,5.24702,0,0.6,0.12,0,0,0,0,1,1,0,0,0,0,0,0
11,0,1,50,5.85793,20,0.6,0.12,1,1,0,1,1,1,0,0,0,0,0,0
8,0,1,41,5.75574,2,0.6,0.12,0,1,0,1,0,1,0,0,0,0,0,0
3,0,1,57,6.07535,12,0.529,0.106,1,1,0,0,0,1,0,0,0,0,1,0
9,0,0,21,5.97889,1,0.582,0.116,0,0,0,0,0,1,0,0,1,0,0,0
19,1,0,28,6.27852,10,0.431,0.086,1,1,0,0,0,0,0,0,0,0,1,0
14,1,1,52,6.81235,2,0.253,0.051,1,1,0,0,1,0,0,0,0,0,1,0
25,0,1,42,6.67203,6,0.291,0.058,0,0,1,0,0,0,0,0,0,1,0,0
9,0,1,33,6.286,3,0.428,0.086,1,1,0,1,0,0,0,0,0,0,1,0
11,1,0,48,6.54391,1,0.331,0.066,1,0,0,0,0,0,0,0,0,1,0,0
3,0,1,43,6.31536,2,0.416,0.083,0,0,0,0,0,1,0,0,0,0,0,0
11,0,1,42,5.97889,3,0.582,0.116,1,1,0,1,0,1,0,0,1,0,0,0
3,0,1,29,6.44889,6,0.364,0.073,0,1,1,0,0,0,0,0,0,0,1,0
5,0,1,44,6.54391,6,0.331,0.066,1,1,0,0,0,1,0,1,0,0,0,0
7,0,1,39,5.62402,3,0.6,0.12,0,1,1,1,0,0,0,0,0,0,0,0
4,1,0,55,6.76734,7,0.265,0.053,1,1,0,0,0,0,0,0,0,0,1,0
8,0,1,39,6.20254,3,0.466,0.093,0,1,1,0,0,0,0,0,0,0,1,0
4,1,1,52,5.39816,5,0.6,0.12,0,0,1,0,0,0,0,0,0,0,0,0
9,0,0,34,5.69036,4,0.6,0.12,1,0,0,0,0,1,0,0,0,0,1,0
15,0,1,27,5.54908,2,0.6,0.12,0,0,0,0,0,0,0,0,0,0,1,0
11,0,1,61,5.97889,30,0.582,0.116,0,1,0,0,0,0,0,0,0,0,0,0
19,0,0,52,5.82895,4,0.6,0.12,0,1,1,1,0,1,0,0,0,1,0,0
1,0,1,36,5.43372,5,0.6,0.12,0,0,1,0,0,0,0,0,0,1,0,0
1,1,0,38,6.41017,9,0.378,0.076,1,0,0,0,0,0,1,0,0,0,0,0
14,0,1,40,6.67203,10,0.291,0.058,1,1,0,1,0,0,0,0,0,1,0,0
2,0,0,24,5.53339,1,0.6,0.12,1,0,1,1,0,0,0,0,0,0,0,0
26,0,1,29,6.44889,11,0.364,0.073,0,0,0,0,1,1,0,0,0,0,1,0
13,0,1,44,5.80513,2,0.6,0.12,0,1,1,0,0,0,0,1,0,0,0,0
9,0,1,39,5.46806,2,0.5,0.123,0,1,1,1,0,0,0,0,0,0,1,0
8,0,1,56,6.16121,0,0.408,0.061,1,0,0,0,0,1,0,1,0,0,0,0
11,0,1,48,5.32301,23,0.5,0.141,0,1,1,0,1,1,0,0,0,0,0,0
8,0,1,40,5.71043,3,0.5,0.096,0,1,1,1,0,0,0,0,0,0,1,0
19,1,1,55,5.71373,0,0.5,0.096,1,0,0,0,0,0,0,0,0,1,0,0
9,0,1,37,5.06259,4,0.5,0.184,0,1,1,0,0,1,0,0,0,0,0,0
5,0,0,35,4.95583,0,0.5,0.204,1,0,0,1,1,1,0,1,0,0,0,0
9,0,1,29,5.57973,9,0.5,0.11,0,1,1,1,0,0,0,0,0,1,0,0
1,0,1,47,5.46806,18,0.5,0.123,1,0,1,0,1,1,0,0,0,0,1,0
15,0,1,25,5.28827,2,0.5,0.147,0,0,0,0,1,1,0,0,0,0,0,0
11,1,1,25,5.39816,2,0.5,0.131,0,1,1,1,0,0,0,0,0,0,0,0
2,1,0,32,5.46806,2,0.5,0.123,1,0,0,0,0,1,0,0,0,0,0,0
26,0,1,39,5.15906,1,0.5,0.167,1,0,1,0,1,1,0,0,0,0,0,0
4,0,0,28,4.97673,1,0.5,0.2,0,1,1,1,1,1,0,0,0,0,0,0
1,1,1,30,5.46806,2,0.5,0.123,0,1,1,1,1,1,0,0,0,0,0,0
7,1,1,39,6.16121,7,0.408,0.061,1,1,0,1,0,0,0,0,0,0,0,0
6,0,1,43,5.06259,5,0.5,0.184,1,0,1,1,1,1,0,0,0,0,0,0
6,0,1,45,5.32301,2,0.5,0.141,0,1,1,0,0,0,0,0,0,0,0,0
3,0,0,35,5.46806,1,0.5,0.123,0,0,1,0,0,1,0,0,0,0,0,0
1,0,1,26,5.97889,7,0.49,0.074,1,1,0,0,0,1,0,0,0,0,0,0
2,0,0,37,4.95583,0,0.5,0.204,0,1,1,1,0,0,0,0,0,1,0,0
4,0,1,21,5.28827,1,0.5,0.147,0,0,0,0,1,1,0,0,0,0,0,0
1,0,1,44,4.95583,2,0.5,0.204,1,1,0,1,0,1,0,1,0,0,0,0
13,0,0,29,5.97889,0,0.49,0.074,0,0,0,0,0,1,0,0,1,0,0,0
13,1,1,55,6.48004,11,0.297,0.045,1,1,0,0,0,0,0,0,0,0,0,0
8,0,1,27,5.87493,4,0.5,0.082,0,0,0,0,0,1,0,0,0,0,0,0
7,0,1,35,5.62402,2,0.5,0.105,0,0,0,0,1,1,0,1,0,0,0,0
5,1,1,30,5.75574,1,0.5,0.092,1,0,0,0,0,1,0,1,0,0,0,0
6,0,1,55,5.75574,12,0.5,0.092,1,1,0,0,0,1,0,0,0,1,0,0
7,1,1,26,5.62402,1,0.5,0.105,1,1,0,0,0,1,0,0,0,0,0,0
6,0,1,40,5.62402,12,0.5,0.105,0,1,1,1,0,1,0,0,0,0,0,0
6,0,1,27,5.15906,1,0.5,0.167,0,1,0,1,1,1,0,0,0,0,0,0
3,1,0,22,4.77912,1,0.5,0.245,1,1,1,1,0,0,0,0,0,0,1,0
1,1,0,32,4.77912,1,0.5,0.245,0,1,0,1,0,0,0,0,0,0,1,0
1,1,0,33,5.43372,2,0.5,0.127,0,0,1,0,0,0,0,0,0,0,0,0
16,0,1,33,6.01616,5,0.472,0.071,1,1,0,0,0,0,0,0,0,1,0,0
4,0,1,36,6.16121,1,0.408,0.061,1,1,0,1,0,1,0,1,0,0,0,0
2,1,1,39,5.71703,6,0.5,0.095,1,0,1,1,0,0,0,0,0,1,0,0
1,1,0,27,5.06259,3,0.5,0.184,1,1,0,1,0,1,0,0,0,0,0,0
6,0,1,25,5.46806,5,0.5,0.123,1,1,0,0,0,0,0,0,0,0,1,0
11,0,1,36,5.62402,7,0.5,0.105,1,1,0,1,1,1,0,0,0,0,0,0
11,1,1,58,5.45532,3,0.5,0.124,1,0,0,0,1,1,0,0,0,0,1,0
4,1,1,31,5.3799,5,0.5,0.134,1,0,1,0,1,0,0,0,0,0,1,0
9,1,1,26,6.38519,0,0.327,0.049,1,1,0,0,0,0,0,0,0,0,0,0
7,1,0,40,7.0775,19,0.163,0.025,1,1,0,1,0,0,0,0,0,0,0,0
2,0,0,54,6.44889,1,0.306,0.046,1,0,0,0,0,0,0,0,0,1,0,0
5,1,1,51,5.32301,17,0.5,0.141,0,1,1,0,0,1,0,0,0,0,0,0
16,1,1,24,5.06259,1,0.5,0.184,0,0,0,1,0,1,0,0,0,1,0,0
4,0,1,51,5.28827,17,0.5,0.147,0,1,1,0,1,1,0,0,0,0,0,0
3,0,1,28,5.75574,3,0.5,0.092,1,0,0,0,0,1,0,1,0,0,0,0
2,1,1,32,6.16121,5,0.408,0.061,1,0,0,0,0,0,0,0,0,0,0,0
13,0,0,25,5.06259,1,0.5,0.184,0,0,1,0,1,1,0,0,0,0,0,0
7,0,1,45,6.07535,26,0.445,0.067,0,1,1,0,0,0,0,0,0,0,0,0
2,0,0,24,5.64897,0,0.5,0.102,0,0,0,0,0,0,0,0,0,0,1,0
1,0,0,25,5.06259,0,0.5,0.184,1,0,1,0,1,0,0,0,0,1,0,0
1,0,0,42,4.89784,2,0.5,0.216,0,1,1,1,0,1,0,0,0,0,1,0
15,0,1,28,6.01616,2,0.472,0.071,1,1,0,0,0,0,0,0,0,1,0,0
4,0,0,25,5.06259,2,0.5,0.184,1,0,0,0,0,1,0,1,0,0,0,0
7,0,1,53,5.06259,15,0.5,0.184,1,0,1,0,0,1,0,0,0,0,0,0
1,0,0,21,5.28827,0,0.5,0.147,1,0,0,0,0,1,0,1,0,0,0,0
3,0,0,22,5.24702,1,0.5,0.125,0,0,1,0,0,1,0,0,0,0,1,0
5,0,0,22,4.46591,0,0.5,0.2,0,0,1,0,0,0,0,0,0,0,0,0
27,0,1,41,5.42935,7,0.5,0.104,0,1,1,0,0,1,0,0,0,0,0,0
11,0,0,46,5.06259,0,0.5,0.15,0,0,0,0,0,1,0,0,0,0,0,0
1,0,0,40,6.3315,12,0.396,0.042,1,0,1,0,0,0,0,0,0,0,0,1
1,0,0,39,6.61204,10,0.299,0.032,0,0,0,0,0,0,0,0,0,0,0,1
3,1,1,45,6.16121,9,0.47,0.05,1,0,0,0,0,1,0,1,0,0,0,0
6,0,1,45,6.19236,20,0.456,0.048,1,1,0,1,0,0,0,0,0,1,0,0
27,0,1,21,5.62402,3,0.5,0.086,0,0,0,1,0,1,0,0,0,0,1,0
15,0,1,50,6.44889,4,0.353,0.038,1,0,0,0,0,1,0,1,0,0,0,0
7,1,1,46,6.07535,0,0.5,0.055,1,0,1,0,0,1,0,0,0,1,0,0
5,0,0,37,6.58479,2,0.308,0.033,1,0,1,0,0,0,0,0,0,0,1,0
14,0,1,50,5.62402,3,0.5,0.086,0,1,1,0,0,0,0,0,0,1,0,0
7,0,1,28,5.97889,6,0.5,0.06,0,0,0,0,0,1,0,1,0,0,0,0
7,0,1,22,5.87493,3,0.5,0.067,0,0,0,0,0,1,0,1,0,0,0,0
8,0,1,21,5.32301,5,0.5,0.115,1,1,0,1,0,0,0,0,0,1,0,0
14,1,1,29,6.16121,12,0.47,0.05,0,1,1,1,0,0,0,0,0,1,0,0
1,0,1,38,5.62402,2,0.5,0.086,1,1,0,1,1,0,0,0,0,0,0,0
10,0,1,40,5.75574,3,0.5,0.075,0,1,1,1,1,0,0,0,0,0,1,0
2,1,1,25,6.1334,2,0.484,0.051,0,1,1,0,0,0,0,0,0,0,1,0
2,0,1,22,5.3799,0,0.5,0.109,0,0,1,0,0,0,0,0,0,0,1,0
6,1,0,42,6.47389,5,0.344,0.037,1,0,1,0,0,0,0,0,0,0,0,0
13,0,1,56,6.01859,2,0.5,0.058,1,1,0,0,0,0,0,0,0,0,0,0
5,0,0,32,5.46806,5,0.5,0.1,0,1,0,1,0,0,0,0,0,1,0,0
9,0,1,40,6.16121,6,0.47,0.05,1,0,0,0,0,0,0,0,1,0,0,0
7,1,1,28,5.97889,4,0.5,0.06,1,1,0,1,0,1,0,1,0,0,0,0
21,0,1,29,5.93754,0,0.5,0.063,0,1,1,1,0,0,0,0,0,0,1,0
1,0,0,29,5.06259,0,0.5,0.15,0,0,1,0,0,1,0,0,0,1,0,0
1,1,0,33,5.28827,2,0.5,0.12,1,0,1,0,0,0,0,0,0,1,0,0
7,0,1,36,5.8522,12,0.5,0.068,1,1,1,0,0,0,0,0,0,1,0,0
3,1,1,43,6.07535,4,0.5,0.055,0,1,0,0,0,1,0,0,0,1,0,0
3,1,1,39,6.24804,10,0.431,0.046,1,0,1,0,1,0,0,0,0,0,0,1
26,0,1,58,5.70378,6,0.5,0.079,0,1,1,0,0,0,0,0,0,0,1,0
4,0,1,39,5.93754,5,0.5,0.063,0,1,1,0,0,0,0,0,0,1,0,0
21,1,1,26,5.81711,3,0.5,0.071,0,0,0,0,0,0,0,0,0,0,1,0
11,0,1,44,6.35263,14,0.388,0.041,0,1,0,1,0,1,0,0,0,0,0,0
7,0,1,34,5.87493,3,0.5,0.067,0,1,1,1,0,0,0,0,0,0,1,0
5,1,1,35,5.59471,0,0.5,0.088,0,0,0,0,0,0,0,0,0,1,0,0
10,0,1,23,5.97889,1,0.5,0.06,0,0,1,0,0,0,0,1,0,0,0,0
8,0,1,42,6.52649,6,0.326,0.035,1,1,0,1,0,1,0,0,0,0,0,0
3,0,0,22,5.80513,1,0.5,0.071,0,0,0,0,0,1,0,1,0,0,0,0
1,0,1,25,5.87493,2,0.5,0.067,0,0,1,0,0,1,0,0,0,0,0,0
4,0,1,34,6.09131,2,0.5,0.054,0,1,1,0,0,0,0,0,0,0,1,0
27,0,0,29,5.46806,1,0.5,0.1,1,1,0,1,1,1,0,0,0,0,0,0
5,0,1,53,6.67203,3,0.282,0.03,1,1,0,0,0,0,0,0,0,0,0,0
16,0,1,34,5.97889,1,0.5,0.06,1,1,0,1,0,0,0,0,0,1,0,0
4,1,1,39,5.97889,3,0.5,0.06,1,0,1,1,0,0,0,0,0,0,1,0
2,0,1,61,5.75574,27,0.5,0.075,1,1,0,0,0,1,0,1,0,0,0,0
5,0,0,39,6.67203,5,0.282,0.03,0,1,1,1,0,0,0,0,0,0,1,0
9,0,1,52,6.74406,10,0.262,0.028,1,1,0,0,0,1,0,0,0,0,0,0
4,0,1,30,6.2106,7,0.448,0.048,1,1,0,1,0,1,0,1,0,0,0,0
5,0,1,37,5.75574,2,0.5,0.075,1,1,0,1,0,1,0,0,0,0,0,0
15,1,1,35,5.70378,2,0.5,0.079,1,0,1,0,0,0,0,0,0,1,0,0
2,0,0,36,6.44889,11,0.353,0.038,1,0,0,0,0,0,0,0,0,0,1,0
4,1,0,32,6.31536,11,0.403,0.043,1,1,0,0,0,0,0,0,0,0,0,0
16,0,0,45,6.27852,4,0.418,0.044,0,1,1,1,0,0,0,0,0,0,1,0
6,0,0,24,5.64897,3,0.5,0.083,0,0,0,0,0,0,0,0,0,1,0,0
5,0,1,28,5.53339,0,0.5,0.094,0,0,0,0,0,1,0,0,0,0,1,0
10,0,1,47,5.87493,3,0.5,0.067,1,0,1,0,0,0,0,0,0,0,0,0
21,0,1,48,5.75574,2,0.5,0.075,0,0,0,0,0,1,0,1,0,0,0,0
1,0,1,35,5.28827,0,0.5,0.12,1,1,0,1,0,1,0,0,0,0,0,0
8,1,1,41,5.87493,4,0.5,0.067,0,1,0,0,0,0,0,0,0,0,0,0
8,0,1,21,5.06259,3,0.5,0.15,0,0,0,0,0,0,0,0,0,0,1,0
3,0,1,21,5.93754,0,0.5,0.063,1,0,0,0,0,1,0,0,0,0,0,0
3,0,1,48,5.75574,15,0.5,0.075,1,1,1,0,0,1,0,0,0,0,0,0
12,0,1,48,5.97889,14,0.5,0.06,0,1,0,0,0,1,0,0,0,0,0,0
3,0,0,40,5.82895,3,0.5,0.07,1,0,0,1,0,1,0,0,0,0,0,0
1,1,0,34,6.67203,3,0.282,0.03,1,1,0,1,0,0,0,0,0,0,0,0
2,1,0,22,5.75574,1,0.5,0.075,0,0,1,0,0,0,0,0,0,0,0,0
16,0,0,45,5.8944,1,0.5,0.065,1,0,1,1,0,0,0,0,0,1,0,0
21,0,1,30,6.44889,3,0.353,0.038,1,1,0,0,1,1,0,0,0,0,0,1
15,1,1,43,5.67675,3,0.5,0.081,1,0,0,0,1,1,0,0,0,0,0,0
4,0,1,52,6.54391,32,0.32,0.034,1,1,0,0,0,0,0,0,0,1,0,0
26,1,1,35,6.44889,8,0.353,0.038,1,0,0,0,0,0,0,1,0,0,0,0
3,1,1,37,5.93754,18,0.5,0.063,1,1,0,1,0,1,0,0,0,0,0,0
5,1,1,22,5.32301,2,0.5,0.116,0,0,0,0,0,0,0,0,0,0,1,0
11,0,1,30,5.53339,3,0.5,0.094,0,1,1,1,0,1,0,0,0,0,0,0
8,0,1,25,5.48064,5,0.5,0.099,0,1,1,1,0,1,0,0,0,0,0,0
17,0,0,47,6.31536,11,0.403,0.043,1,0,1,0,0,0,0,0,0,0,0,0
15,0,1,43,6.48004,3,0.342,0.036,1,1,0,1,0,1,0,1,0,0,0,0
9,0,1,29,5.46806,5,0.5,0.1,0,0,1,0,1,0,0,0,0,0,0,0
9,0,1,54,5.41165,0,0.5,0.106,0,0,1,1,0,1,0,0,0,0,0,0
1,1,0,21,4.77912,1,0.5,0.2,0,0,1,0,0,1,0,0,0,0,1,0
3,1,1,50,6.9344,0,0.217,0.023,1,0,0,0,0,0,0,0,0,1,0,0
1,1,0,43,6.44095,13,0.355,0.038,1,1,0,1,0,1,0,0,0,0,0,1
1,1,0,37,6.61338,13,0.299,0.032,0,1,1,1,0,1,0,0,0,0,0,1
1,1,1,28,5.46806,1,0.5,0.1,1,0,0,0,0,1,0,0,0,1,0,0
3,0,1,24,5.46806,0,0.5,0.1,0,0,0,0,0,1,0,0,0,0,0,0
26,0,1,32,5.75574,2,0.5,0.075,0,0,0,0,0,0,0,0,0,0,0,0
12,0,1,26,5.93754,2,0.5,0.063,0,0,1,0,0,0,0,0,0,0,1,0
14,1,1,55,5.97889,10,0.5,0.06,1,1,0,0,0,1,0,0,0,0,0,0
2,1,1,32,5.8522,3,0.5,0.068,1,0,0,0,0,1,0,1,0,0,0,0
7,0,1,59,5.97889,1,0.5,0.06,1,0,1,0,0,0,0,0,0,0,1,0
6,0,1,33,5.80513,7,0.5,0.071,0,0,0,0,0,0,0,0,1,0,0,0
